Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
a-stock-trader-talking-on-his-cell-phone,A stock trader talking on his cell phone,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0623-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0623_h.jpg?v=1526414826,1,,false,,,,,,,,,,,,,,,,,lb,
a-stock-trader-talking-on-his-cell-phone,,,,,,,,Web-Res .jpg,,,,,SPS0623-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-receiving-an-email-delivery,A woman receiving an email delivery,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0622-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0622_h.jpg?v=1526414824,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-receiving-an-email-delivery,,,,,,,,Web-Res .jpg,,,,,SPS0622-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-businessswoman-communicating-via-pda,A businessswoman communicating via pda,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0621-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0621_h.jpg?v=1526414823,1,,false,,,,,,,,,,,,,,,,,lb,
a-businessswoman-communicating-via-pda,,,,,,,,Web-Res .jpg,,,,,SPS0621-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
satellite-communication-via-the-pda,Satellite communication via the PDA,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0620-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0620_h.jpg?v=1526414821,1,,false,,,,,,,,,,,,,,,,,lb,
satellite-communication-via-the-pda,,,,,,,,Web-Res .jpg,,,,,SPS0620-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-businessman-communicating-via-pda,A businessman communicating via PDA,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0619-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0619_h.jpg?v=1526414820,1,,false,,,,,,,,,,,,,,,,,lb,
a-businessman-communicating-via-pda,,,,,,,,Web-Res .jpg,,,,,SPS0619-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
two-men-communicating-across-the-globe,Two men communicating across the globe,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0618-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0618_h.jpg?v=1526414819,1,,false,,,,,,,,,,,,,,,,,lb,
two-men-communicating-across-the-globe,,,,,,,,Web-Res .jpg,,,,,SPS0618-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-using-a-pda-to-check-the-departures-and-arrivals-of-goods,A man using a PDA to check the departures and arrivals of goods,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0617-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0617_h.jpg?v=1526414817,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-using-a-pda-to-check-the-departures-and-arrivals-of-goods,,,,,,,,Web-Res .jpg,,,,,SPS0617-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
two-people-checking-through-computer-folders,Two people checking through computer folders,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0616-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0616_h.jpg?v=1526414816,1,,false,,,,,,,,,,,,,,,,,lb,
two-people-checking-through-computer-folders,,,,,,,,Web-Res .jpg,,,,,SPS0616-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-using-a-laptop-in-the-park,A woman using a laptop in the park,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0614-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0614_h.jpg?v=1526414814,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-using-a-laptop-in-the-park,,,,,,,,Web-Res .jpg,,,,,SPS0614-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-businessman-in-a-hurry,A businessman in a hurry,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0613-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0613_h.jpg?v=1526414813,1,,false,,,,,,,,,,,,,,,,,lb,
a-businessman-in-a-hurry,,,,,,,,Web-Res .jpg,,,,,SPS0613-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-high-powered-businessman-on-the-phone,A high powered businessman on the phone,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0612-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0612_h.jpg?v=1526414812,1,,false,,,,,,,,,,,,,,,,,lb,
a-high-powered-businessman-on-the-phone,,,,,,,,Web-Res .jpg,,,,,SPS0612-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-doing-a-business-presentation,A man doing a business presentation,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0611-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0611_h.jpg?v=1526414811,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-doing-a-business-presentation,,,,,,,,Web-Res .jpg,,,,,SPS0611-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-participating-in-a-web-conference,A man participating in a web conference,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0610-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0610_h.jpg?v=1526414809,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-participating-in-a-web-conference,,,,,,,,Web-Res .jpg,,,,,SPS0610-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-accessing-the-internet,A man accessing the internet,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0609-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0609_h.jpg?v=1526414808,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-accessing-the-internet,,,,,,,,Web-Res .jpg,,,,,SPS0609-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-doing-work-while-in-traffic,A woman doing work while in traffic,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0608-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0608_h.jpg?v=1526414807,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-doing-work-while-in-traffic,,,,,,,,Web-Res .jpg,,,,,SPS0608-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-businessman-reading-the-paper-at-his-desk,A businessman reading the paper at his desk,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0607-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0607_h.jpg?v=1526414805,1,,false,,,,,,,,,,,,,,,,,lb,
a-businessman-reading-the-paper-at-his-desk,,,,,,,,Web-Res .jpg,,,,,SPS0607-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-businesswoman-carrying-a-briefcase-and-talking-on-the-phone,A businesswoman carrying a briefcase and talking on the phone,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0606-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0606_h.jpg?v=1526414804,1,,false,,,,,,,,,,,,,,,,,lb,
a-businesswoman-carrying-a-briefcase-and-talking-on-the-phone,,,,,,,,Web-Res .jpg,,,,,SPS0606-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-navigating-online,A man navigating online,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0605-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0605_h.jpg?v=1526414802,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-navigating-online,,,,,,,,Web-Res .jpg,,,,,SPS0605-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
two-people-communicating-via-wireless-remote,Two people communicating via wireless remote,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0604-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0604_h.jpg?v=1526414801,1,,false,,,,,,,,,,,,,,,,,lb,
two-people-communicating-via-wireless-remote,,,,,,,,Web-Res .jpg,,,,,SPS0604-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-couple-working-outdoors,A couple working outdoors,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0603-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0603_h.jpg?v=1526414800,1,,false,,,,,,,,,,,,,,,,,lb,
a-couple-working-outdoors,,,,,,,,Web-Res .jpg,,,,,SPS0603-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-receiving-emails-while-working-out-of-office,A man receiving emails while working out of office,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0602-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0602_h.jpg?v=1526414799,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-receiving-emails-while-working-out-of-office,,,,,,,,Web-Res .jpg,,,,,SPS0602-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-using-a-laptop-computer-to-do-freight-busines-online,A man using a laptop computer to do freight busines online,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0601-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0601_h.jpg?v=1526414797,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-using-a-laptop-computer-to-do-freight-busines-online,,,,,,,,Web-Res .jpg,,,,,SPS0601-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-doing-a-web-presentation,A woman doing a web presentation,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0600-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0600_h.jpg?v=1526414796,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-doing-a-web-presentation,,,,,,,,Web-Res .jpg,,,,,SPS0600-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-working-remotely,A man working remotely,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0599-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0599_h.jpg?v=1526414795,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-working-remotely,,,,,,,,Web-Res .jpg,,,,,SPS0599-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-in-a-changing-room,A woman in a changing room,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0598-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0598_h.jpg?v=1526414793,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-in-a-changing-room,,,,,,,,Web-Res .jpg,,,,,SPS0598-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-with-a-tattoo-on-his-arm,A man with a tattoo on his arm,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0597-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0597_h.jpg?v=1526414792,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-with-a-tattoo-on-his-arm,,,,,,,,Web-Res .jpg,,,,,SPS0597-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-couple-taking-advantage-of-a-store-sale,A couple taking advantage of a store sale,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0596-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0596_h.jpg?v=1526414791,1,,false,,,,,,,,,,,,,,,,,lb,
a-couple-taking-advantage-of-a-store-sale,,,,,,,,Web-Res .jpg,,,,,SPS0596-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-having-a-shower,A woman having a shower,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0595-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0595_h.jpg?v=1526414789,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-having-a-shower,,,,,,,,Web-Res .jpg,,,,,SPS0595-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-having-a-relaxing-bath,A woman having a relaxing bath,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0594-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0594_h.jpg?v=1526414788,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-having-a-relaxing-bath,,,,,,,,Web-Res .jpg,,,,,SPS0594-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-wearing-a-robe-and-drinking-a-cup-of-tea,A woman wearing a robe and drinking a cup of tea,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0593-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0593_h.jpg?v=1526414786,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-wearing-a-robe-and-drinking-a-cup-of-tea,,,,,,,,Web-Res .jpg,,,,,SPS0593-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-scrubbing-her-back,A woman scrubbing her back,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0592-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0592_h.jpg?v=1526414785,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-scrubbing-her-back,,,,,,,,Web-Res .jpg,,,,,SPS0592-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-shaving-her-legs-1,A woman shaving her legs,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0591-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0591_h.jpg?v=1526414782,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-shaving-her-legs-1,,,,,,,,Web-Res .jpg,,,,,SPS0591-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-having-a-bubble-bath,A woman having a bubble bath,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0590-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0590_h.jpg?v=1526414781,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-having-a-bubble-bath,,,,,,,,Web-Res .jpg,,,,,SPS0590-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-getting-a-face-massage-at-the-spa,A woman getting a face massage at the spa,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0589-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0589_h.jpg?v=1526414779,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-getting-a-face-massage-at-the-spa,,,,,,,,Web-Res .jpg,,,,,SPS0589-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-getting-a-massage,A woman getting a massage,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0588-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0588_h.jpg?v=1526414778,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-getting-a-massage,,,,,,,,Web-Res .jpg,,,,,SPS0588-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-sun-tanning,A woman sun tanning,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0587-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0587_h.jpg?v=1526414777,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-sun-tanning,,,,,,,,Web-Res .jpg,,,,,SPS0587-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-relaxing-in-a-pool,A woman relaxing in a pool,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0586-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0586_h.jpg?v=1526414776,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-relaxing-in-a-pool,,,,,,,,Web-Res .jpg,,,,,SPS0586-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-sleeping,A woman sleeping,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0585-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0585_h.jpg?v=1526414774,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-sleeping,,,,,,,,Web-Res .jpg,,,,,SPS0585-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-receiving-a-facial,A woman receiving a facial,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0584-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0584_h.jpg?v=1526414773,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-receiving-a-facial,,,,,,,,Web-Res .jpg,,,,,SPS0584-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-getting-a-massage-2,A man getting a massage,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0583-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0583_h.jpg?v=1526414772,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-getting-a-massage-2,,,,,,,,Web-Res .jpg,,,,,SPS0583-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
an-illustration-of-a-stressed-business,An illustration of a stressed business,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0582-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0582_h.jpg?v=1526414771,1,,false,,,,,,,,,,,,,,,,,lb,
an-illustration-of-a-stressed-business,,,,,,,,Web-Res .jpg,,,,,SPS0582-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-bride-holding-a-bouquet-of-flowers,A bride holding a bouquet of flowers,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0581-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0581_h.jpg?v=1526414769,1,,false,,,,,,,,,,,,,,,,,lb,
a-bride-holding-a-bouquet-of-flowers,,,,,,,,Web-Res .jpg,,,,,SPS0581-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-in-a-tuxedo-at-a-party,A man in a tuxedo at a party,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0580-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0580_h.jpg?v=1526414768,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-in-a-tuxedo-at-a-party,,,,,,,,Web-Res .jpg,,,,,SPS0580-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-straightening-his-bow-tie,A man straightening his bow tie,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0579-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0579_h.jpg?v=1526414767,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-straightening-his-bow-tie,,,,,,,,Web-Res .jpg,,,,,SPS0579-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-using-an-electric-razor,A man using an electric razor,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0578-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0578_h.jpg?v=1526414765,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-using-an-electric-razor,,,,,,,,Web-Res .jpg,,,,,SPS0578-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-grooming-his-beard,A man grooming his beard,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0577-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0577_h.jpg?v=1526414764,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-grooming-his-beard,,,,,,,,Web-Res .jpg,,,,,SPS0577-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-brushing-his-teeth-1,A man brushing his teeth,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0576-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0576_h.jpg?v=1526414762,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-brushing-his-teeth-1,,,,,,,,Web-Res .jpg,,,,,SPS0576-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-shaving-his-face,A man shaving his face,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0575-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0575_h.jpg?v=1526414761,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-shaving-his-face,,,,,,,,Web-Res .jpg,,,,,SPS0575-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-shaving-his-head,A man shaving his head,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0574-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0574_h.jpg?v=1526414759,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-shaving-his-head,,,,,,,,Web-Res .jpg,,,,,SPS0574-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-man-getting-a-hair-cut,A man getting a hair cut,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0573-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0573_h.jpg?v=1526414758,1,,false,,,,,,,,,,,,,,,,,lb,
a-man-getting-a-hair-cut,,,,,,,,Web-Res .jpg,,,,,SPS0573-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-blow-drying-her-hair,A woman blow drying her hair,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0572-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0572_h.jpg?v=1526414756,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-blow-drying-her-hair,,,,,,,,Web-Res .jpg,,,,,SPS0572-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-setting-her-hair-with-hairspray,A woman setting her hair with hairspray,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0571-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0571_h.jpg?v=1526414755,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-setting-her-hair-with-hairspray,,,,,,,,Web-Res .jpg,,,,,SPS0571-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-receiving-a-haircut,A woman receiving a haircut,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0570-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0570_h.jpg?v=1526414753,1,,false,,,,,,,,,,,,,,,,,lb,
a-woman-receiving-a-haircut,,,,,,,,Web-Res .jpg,,,,,SPS0570-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
a-woman-getting-a-perm,A woman getting a perm,,Spark Studio,Image,"",true,Title,Hi-Res .jpg,,,,,SPS0569-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/sps0569_h.jpg?v=1526414752,1,,false,,,,,,,,,,,,,,,,,lb,
