Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
old-buildings-on-floral-background-shapes,,,,,,,,Web-Res .jpg,,,,,CAR0410-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
old-building-on-floral-background-shapes,Old building on floral background shapes,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0409-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0409_h.jpg?v=1526404845,1,,false,,,,,,,,,,,,,,,,,lb,
old-building-on-floral-background-shapes,,,,,,,,Web-Res .jpg,,,,,CAR0409-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
old-high-rise-bank-building-on-floral-background-shapes,Old high-rise bank building on floral background shapes,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0408-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0408_h.jpg?v=1526404844,1,,false,,,,,,,,,,,,,,,,,lb,
old-high-rise-bank-building-on-floral-background-shapes,,,,,,,,Web-Res .jpg,,,,,CAR0408-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
old-bank-building-on-floral-background-shapes-2,Old bank building on floral background shapes,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0407-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0407_h.jpg?v=1526404842,1,,false,,,,,,,,,,,,,,,,,lb,
old-bank-building-on-floral-background-shapes-2,,,,,,,,Web-Res .jpg,,,,,CAR0407-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
old-building-with-columns-on-floral-background-shapes,Old building with columns on floral background shapes,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0406-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0406_h.jpg?v=1526404841,1,,false,,,,,,,,,,,,,,,,,lb,
old-building-with-columns-on-floral-background-shapes,,,,,,,,Web-Res .jpg,,,,,CAR0406-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
old-building-with-flag-on-floral-background-shapes,Old building with flag on floral background shapes,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0405-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0405_h.jpg?v=1526404839,1,,false,,,,,,,,,,,,,,,,,lb,
old-building-with-flag-on-floral-background-shapes,,,,,,,,Web-Res .jpg,,,,,CAR0405-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
old-bank-building-on-floral-background-shapes-1,Old bank building on floral background shapes,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0404-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0404_h.jpg?v=1526404837,1,,false,,,,,,,,,,,,,,,,,lb,
old-bank-building-on-floral-background-shapes-1,,,,,,,,Web-Res .jpg,,,,,CAR0404-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
old-bank-building-on-floral-background-shapes,Old bank building on floral background shapes,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0403-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0403_h.jpg?v=1526404836,1,,false,,,,,,,,,,,,,,,,,lb,
old-bank-building-on-floral-background-shapes,,,,,,,,Web-Res .jpg,,,,,CAR0403-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
violet-abstract-and-floral-shapes,Violet abstract and floral shapes,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0402-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0402_h.jpg?v=1526404835,1,,false,,,,,,,,,,,,,,,,,lb,
violet-abstract-and-floral-shapes,,,,,,,,Web-Res .jpg,,,,,CAR0402-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
abstract-floral-shapes-and-patterns,Abstract floral shapes and patterns,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0401-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0401_h.jpg?v=1526404833,1,,false,,,,,,,,,,,,,,,,,lb,
abstract-floral-shapes-and-patterns,,,,,,,,Web-Res .jpg,,,,,CAR0401-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
orange-abstract-organic-and-floral-shapes,Orange abstract organic and floral shapes,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0400-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0400_h.jpg?v=1526404831,1,,false,,,,,,,,,,,,,,,,,lb,
orange-abstract-organic-and-floral-shapes,,,,,,,,Web-Res .jpg,,,,,CAR0400-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
blue-abstract-floral-and-bird-pattern,Blue abstract floral and bird pattern,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0399-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0399_h.jpg?v=1526404830,1,,false,,,,,,,,,,,,,,,,,lb,
blue-abstract-floral-and-bird-pattern,,,,,,,,Web-Res .jpg,,,,,CAR0399-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
yellow-abstract-organic-shapes-and-patterns-1,Yellow abstract organic shapes and patterns,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0398-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0398_h.jpg?v=1526404828,1,,false,,,,,,,,,,,,,,,,,lb,
yellow-abstract-organic-shapes-and-patterns-1,,,,,,,,Web-Res .jpg,,,,,CAR0398-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
light-blue-abstract-floral-shapes-and-patterns,Light blue abstract floral shapes and patterns,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0397-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0397_h.jpg?v=1526404826,1,,false,,,,,,,,,,,,,,,,,lb,
light-blue-abstract-floral-shapes-and-patterns,,,,,,,,Web-Res .jpg,,,,,CAR0397-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
yellow-abstract-organic-shapes-and-patterns,Yellow abstract organic shapes and patterns,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0396-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0396_h.jpg?v=1526404825,1,,false,,,,,,,,,,,,,,,,,lb,
yellow-abstract-organic-shapes-and-patterns,,,,,,,,Web-Res .jpg,,,,,CAR0396-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
orange-abstract-and-floral-shapes,Orange abstract and floral shapes,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0395-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0395_h.jpg?v=1526404822,1,,false,,,,,,,,,,,,,,,,,lb,
orange-abstract-and-floral-shapes,,,,,,,,Web-Res .jpg,,,,,CAR0395-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
pink-floral-pattern-and-shapes,Pink floral pattern and shapes,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0394-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0394_h.jpg?v=1526404821,1,,false,,,,,,,,,,,,,,,,,lb,
pink-floral-pattern-and-shapes,,,,,,,,Web-Res .jpg,,,,,CAR0394-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
orange-abstract-organic-shapes-and-patterns,Orange abstract organic shapes and patterns,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0393-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0393_h.jpg?v=1526404819,1,,false,,,,,,,,,,,,,,,,,lb,
orange-abstract-organic-shapes-and-patterns,,,,,,,,Web-Res .jpg,,,,,CAR0393-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
blue-abstract-floral-pattern,Blue abstract floral pattern,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0392-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0392_h.jpg?v=1526404818,1,,false,,,,,,,,,,,,,,,,,lb,
blue-abstract-floral-pattern,,,,,,,,Web-Res .jpg,,,,,CAR0392-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
orange-bouquet-of-abstract-floral-patterns,Orange bouquet of abstract floral patterns,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0391-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0391_h.jpg?v=1526404816,1,,false,,,,,,,,,,,,,,,,,lb,
orange-bouquet-of-abstract-floral-patterns,,,,,,,,Web-Res .jpg,,,,,CAR0391-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
black-and-white-abstract-floral-patterns,Black and white abstract floral patterns,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0390-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0390_h.jpg?v=1526404815,1,,false,,,,,,,,,,,,,,,,,lb,
black-and-white-abstract-floral-patterns,,,,,,,,Web-Res .jpg,,,,,CAR0390-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
black-and-white-abstract-and-floral-shapes,Black and white abstract and floral shapes,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0389-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0389_h.jpg?v=1526404814,1,,false,,,,,,,,,,,,,,,,,lb,
black-and-white-abstract-and-floral-shapes,,,,,,,,Web-Res .jpg,,,,,CAR0389-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
black-and-white-abstract-floral-and-bird-pattern,Black and white abstract floral and bird pattern,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0388-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0388_h.jpg?v=1526404813,1,,false,,,,,,,,,,,,,,,,,lb,
black-and-white-abstract-floral-and-bird-pattern,,,,,,,,Web-Res .jpg,,,,,CAR0388-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
black-and-white-floral-pattern-and-shapes-1,Black and white floral pattern and shapes,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0387-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0387_h.jpg?v=1526404811,1,,false,,,,,,,,,,,,,,,,,lb,
black-and-white-floral-pattern-and-shapes-1,,,,,,,,Web-Res .jpg,,,,,CAR0387-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
black-and-white-abstract-organic-shapes-and-patterns-1,Black and white abstract organic shapes and patterns,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0386-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0386_h.jpg?v=1526404809,1,,false,,,,,,,,,,,,,,,,,lb,
black-and-white-abstract-organic-shapes-and-patterns-1,,,,,,,,Web-Res .jpg,,,,,CAR0386-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
black-and-white-abstract-flowers-and-shapes,Black and white abstract flowers and shapes,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0385-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0385_h.jpg?v=1526404808,1,,false,,,,,,,,,,,,,,,,,lb,
black-and-white-abstract-flowers-and-shapes,,,,,,,,Web-Res .jpg,,,,,CAR0385-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
black-and-white-floral-organic-shapes-and-patterns,Black and white floral organic shapes and patterns,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0384-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0384_h.jpg?v=1526404807,1,,false,,,,,,,,,,,,,,,,,lb,
black-and-white-floral-organic-shapes-and-patterns,,,,,,,,Web-Res .jpg,,,,,CAR0384-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
black-and-white-abstract-floral-pattern,Black and white abstract floral pattern,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0383-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0383_h.jpg?v=1526404805,1,,false,,,,,,,,,,,,,,,,,lb,
black-and-white-abstract-floral-pattern,,,,,,,,Web-Res .jpg,,,,,CAR0383-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
black-and-white-flowers-and-birds-pattern,Black and white flowers and birds pattern,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0382-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0382_h.jpg?v=1526404804,1,,false,,,,,,,,,,,,,,,,,lb,
black-and-white-flowers-and-birds-pattern,,,,,,,,Web-Res .jpg,,,,,CAR0382-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
black-and-white-abstract-organic-shapes-and-patterns,Black and white abstract organic shapes and patterns,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0381-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0381_h.jpg?v=1526404802,1,,false,,,,,,,,,,,,,,,,,lb,
black-and-white-abstract-organic-shapes-and-patterns,,,,,,,,Web-Res .jpg,,,,,CAR0381-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
black-and-white-floral-pattern-and-shapes,Black and white floral pattern and shapes,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0380-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0380_h.jpg?v=1526404801,1,,false,,,,,,,,,,,,,,,,,lb,
black-and-white-floral-pattern-and-shapes,,,,,,,,Web-Res .jpg,,,,,CAR0380-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
black-and-white-bouquet-of-abstract-floral-patterns,Black and white bouquet of abstract floral patterns,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0379-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0379_h.jpg?v=1526404799,1,,false,,,,,,,,,,,,,,,,,lb,
black-and-white-bouquet-of-abstract-floral-patterns,,,,,,,,Web-Res .jpg,,,,,CAR0379-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
collage-of-fish-and-seafood,Collage of fish and seafood,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0378-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0378_h.jpg?v=1526404798,1,,false,,,,,,,,,,,,,,,,,lb,
collage-of-fish-and-seafood,,,,,,,,Web-Res .jpg,,,,,CAR0378-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
collage-of-different-fruits-and-vegetables,Collage of different fruits and vegetables,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0377-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0377_h.jpg?v=1526404796,1,,false,,,,,,,,,,,,,,,,,lb,
collage-of-different-fruits-and-vegetables,,,,,,,,Web-Res .jpg,,,,,CAR0377-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
collage-of-wine-from-different-parts-of-the-world,Collage of wine from different parts of the world,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0376-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0376_h.jpg?v=1526404795,1,,false,,,,,,,,,,,,,,,,,lb,
collage-of-wine-from-different-parts-of-the-world,,,,,,,,Web-Res .jpg,,,,,CAR0376-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
collage-of-coffees-and-teas-from-around-the-world,Collage of coffees and teas from around the world,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0375-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0375_h.jpg?v=1526404793,1,,false,,,,,,,,,,,,,,,,,lb,
collage-of-coffees-and-teas-from-around-the-world,,,,,,,,Web-Res .jpg,,,,,CAR0375-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
collage-of-a-buddha-statue-with-asian-spices-and-food,Collage of a Buddha statue with Asian spices and food,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0374-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0374_h.jpg?v=1526404792,1,,false,,,,,,,,,,,,,,,,,lb,
collage-of-a-buddha-statue-with-asian-spices-and-food,,,,,,,,Web-Res .jpg,,,,,CAR0374-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
collage-of-italian-food,Collage of Italian food,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0373-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0373_h.jpg?v=1526404791,1,,false,,,,,,,,,,,,,,,,,lb,
collage-of-italian-food,,,,,,,,Web-Res .jpg,,,,,CAR0373-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
collage-of-mexican-and-spanish-foods,Collage of Mexican and Spanish foods,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0372-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0372_h.jpg?v=1526404789,1,,false,,,,,,,,,,,,,,,,,lb,
collage-of-mexican-and-spanish-foods,,,,,,,,Web-Res .jpg,,,,,CAR0372-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
collage-illustrating-the-preparation-of-soup,Collage illustrating the preparation of soup,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0371-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0371_h.jpg?v=1526404787,1,,false,,,,,,,,,,,,,,,,,lb,
collage-illustrating-the-preparation-of-soup,,,,,,,,Web-Res .jpg,,,,,CAR0371-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
collage-of-ice-cream-cart-sun-and-beach-illustrating-summer,"Collage of ice-cream cart, sun and beach, illustrating summer",,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0370-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0370_h.jpg?v=1526404785,1,,false,,,,,,,,,,,,,,,,,lb,
collage-of-ice-cream-cart-sun-and-beach-illustrating-summer,,,,,,,,Web-Res .jpg,,,,,CAR0370-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
collage-of-flowers-in-spring,Collage of flowers in spring,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0369-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0369_h.jpg?v=1526404784,1,,false,,,,,,,,,,,,,,,,,lb,
collage-of-flowers-in-spring,,,,,,,,Web-Res .jpg,,,,,CAR0369-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
collage-of-dairy-products,Collage of dairy products,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0368-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0368_h.jpg?v=1526404783,1,,false,,,,,,,,,,,,,,,,,lb,
collage-of-dairy-products,,,,,,,,Web-Res .jpg,,,,,CAR0368-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
collage-of-the-different-types-of-sushi,Collage of the different types of sushi,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0367-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0367_h.jpg?v=1526404781,1,,false,,,,,,,,,,,,,,,,,lb,
collage-of-the-different-types-of-sushi,,,,,,,,Web-Res .jpg,,,,,CAR0367-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
collage-of-deli-meats-and-cheeses,Collage of deli meats and cheeses,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0366-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0366_h.jpg?v=1526404780,1,,false,,,,,,,,,,,,,,,,,lb,
collage-of-deli-meats-and-cheeses,,,,,,,,Web-Res .jpg,,,,,CAR0366-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
collage-of-chocolate-milk-and-desserts,"Collage of chocolate, milk, and desserts",,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0365-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0365_h.jpg?v=1526404779,1,,false,,,,,,,,,,,,,,,,,lb,
collage-of-chocolate-milk-and-desserts,,,,,,,,Web-Res .jpg,,,,,CAR0365-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
collage-of-various-spices-and-herbs,Collage of various spices and herbs,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0364-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0364_h.jpg?v=1526404777,1,,false,,,,,,,,,,,,,,,,,lb,
collage-of-various-spices-and-herbs,,,,,,,,Web-Res .jpg,,,,,CAR0364-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
illustration-of-a-hand-with-its-fingers-crossed,Illustration of a hand with its fingers crossed,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0363-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0363_h.jpg?v=1526404776,1,,false,,,,,,,,,,,,,,,,,lb,
illustration-of-a-hand-with-its-fingers-crossed,,,,,,,,Web-Res .jpg,,,,,CAR0363-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
illustration-of-a-hand-with-a-growing-plant,Illustration of a hand with a growing plant,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0362-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0362_h.jpg?v=1526404774,1,,false,,,,,,,,,,,,,,,,,lb,
illustration-of-a-hand-with-a-growing-plant,,,,,,,,Web-Res .jpg,,,,,CAR0362-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
illustration-of-a-hand-flipping-a-coin-in-the-air,Illustration of a hand flipping a coin in the air,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0361-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0361_h.jpg?v=1526404773,1,,false,,,,,,,,,,,,,,,,,lb,
illustration-of-a-hand-flipping-a-coin-in-the-air,,,,,,,,Web-Res .jpg,,,,,CAR0361-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
illustration-of-a-hand-holding-a-pen,Illustration of a hand holding a pen,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0360-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0360_h.jpg?v=1526404772,1,,false,,,,,,,,,,,,,,,,,lb,
illustration-of-a-hand-holding-a-pen,,,,,,,,Web-Res .jpg,,,,,CAR0360-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
illustration-of-a-hand-pointing-sideways-1,Illustration of a hand pointing sideways,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0359-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0359_h.jpg?v=1526404770,1,,false,,,,,,,,,,,,,,,,,lb,
illustration-of-a-hand-pointing-sideways-1,,,,,,,,Web-Res .jpg,,,,,CAR0359-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
illustration-of-a-hand-holding-a-smoking-gun,Illustration of a hand holding a smoking gun,,Cargo,Image,"",true,Title,Hi-Res .jpg,,,,,CAR0358-HR,0,,1,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/1937/8695/products/car0358_h.jpg?v=1526404769,1,,false,,,,,,,,,,,,,,,,,lb,
illustration-of-a-hand-holding-a-smoking-gun,,,,,,,,Web-Res .jpg,,,,,CAR0358-Web,0,,1,deny,manual,1.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,
